T2313,Mechanic5,10000,1,2258,Tsk 2313 M745-T1,5,Mechanic 5,Mod334,Mod334,Mod745,Mod674,Mechanic,C1,Lunch break,2016/04/23 10:51:00,0.0256944444444,2016/04/23 11:27:59,T2075,6,FC122(1.0),,Mod745
T2169,Sealer4,10000,1,798,Tsk 2169 M703-T2,4,Sealer 4,Mod674,Mod674,Mod703,Mod702,Sealer,,,2016/04/23 10:53:00,0.00902777777778,2016/04/23 11:06:00,T2165,4,FC115(1.0),,Mod703
T811,Mechanic4,10000,1,7496,Tsk 811 M810-T1,4,Mechanic 4,Mod334,Mod334,Mod810,Mod795,Mechanic,C1,,2016/04/23 10:53:00,0.0861111111111,2016/04/23 12:57:00,T2006,6,,,Mod810
T2267,Sealer3,10000,1,565,Tsk 2267 M2266-T1,3,Sealer 3,Mod334,Mod334,Mod2266,Mod1715,Sealer,,,2016/04/23 10:55:59,0.00625,2016/04/23 11:04:59,T1717,6,FC108(2.0),,Mod2266
T2267,Sealer1,10000,1,565,Tsk 2267 M2266-T1,1,Sealer 1,Mod334,Mod334,Mod2266,Mod1715,Sealer,,,2016/04/23 10:55:59,0.00625,2016/04/23 11:04:59,T1717,5,FC108(2.0),,Mod2266
T1717,Sealer1,10000,1,565,Tsk 1717 M1716-T1,1,Sealer 1,Mod334,Mod334,Mod1716,Mod1715,Sealer,,,2016/04/23 11:04:59,0.00625,2016/04/23 11:13:59,T1923,6,FC102(2.0),,Mod1716
T1717,Sealer3,10000,1,565,Tsk 1717 M1716-T1,3,Sealer 3,Mod334,Mod334,Mod1716,Mod1715,Sealer,,,2016/04/23 11:04:59,0.00625,2016/04/23 11:13:59,T2057,7,FC102(2.0),,Mod1716
T2198,Mechanic6,10000,1,23,Tsk 2198 M728-T2,6,Mechanic 6,Mod334,Mod334,Mod728,Mod674,Mechanic,C1,,2016/04/23 11:09:59,0.0,2016/04/23 11:09:59,T797,4,,,Mod728
T797,Mechanic6,10000,1,2149,Tsk 797 M796-T1,6,Mechanic 6,Mod334,Mod334,Mod796,Mod795,Mechanic,C1,,2016/04/23 11:09:59,0.0243055555556,2016/04/23 11:45:00,T2283,5,,,Mod796
T2165,Sealer4,10000,1,2660,Tsk 2165 M505-T2,4,Sealer 4,Mod334,Mod334,Mod505,Mod406,Sealer,,,2016/04/23 11:15:59,0.0305555555556,2016/04/23 12:00:00,T2056,5,FC104(1.0),,Mod505
T2258,Mechanic2,10000,1,11516,Tsk 2258 M529-T1,2,Mechanic 2,Mod334,Mod334,Mod529,Mod528,Mechanic,C1,,2016/04/23 11:15:59,0.132638888889,2016/04/23 14:27:00,T1838,5,,,Mod529
T1749,Electrician1,10000,1,2660,Tsk 1749 M1748-T1,1,Electrician 1,Mod334,Mod334,Mod1748,Mod1715,Electrician,,,2016/04/23 11:17:00,0.0305555555556,2016/04/23 12:00:59,T2163,11,FC106(1.0),,Mod1748
T1923,Sealer1,10000,1,1410,Tsk 1923 M372-T3,1,Sealer 1,Mod370,Mod370,Mod372,Mod371,Sealer,,,2016/04/23 11:18:59,0.0159722222222,2016/04/23 11:42:00,T2146,7,FC119(1.0),,Mod372
T1724,Mechanic8,10000,1,2335,Tsk 1724 M692-T1,8,Mechanic 8,Mod674,Mod674,Mod692,Mod690,Mechanic,C1,,2016/04/23 11:18:59,0.0263888888889,2016/04/23 11:56:59,T2240,5,,,Mod692
T1916,Tester1,10000,1,32981,Tsk 1916 M827-T3,1,Tester 1,Mod334,Mod334,Mod827,Mod826,Tester,,,2016/04/23 11:20:59,0.38125,2016/04/23 20:29:59,T1917,4,FC130(1.0),,Mod827
T2075,Mechanic5,10000,1,3600,Tsk 2075 M2073-T1,5,Mechanic 5,Mod334,Mod334,Mod2073,Mod1715,Mechanic,C1,,2016/04/23 11:27:59,0.0416666666667,2016/04/23 12:27:59,T2006,7,,,Mod2073
T1924,Sealer2,10000,1,1517,Tsk 1924 M372-T5,2,Sealer 2,Mod370,Mod370,Mod372,Mod371,Sealer,,,2016/04/23 11:42:00,0.0173611111111,2016/04/23 12:07:00,T1971,5,FC119(1.0),,Mod372
T2146,Sealer1,10000,1,12871,Tsk 2146 M2145-T1,1,Sealer 1,Mod334,Mod334,Mod2145,Mod1715,Sealer,,,2016/04/23 11:42:00,0.148611111111,2016/04/23 15:16:00,T1897,8,,,Mod2145
T2283,Mechanic6,10000,1,2258,Tsk 2283 M730-T1,6,Mechanic 6,Mod334,Mod334,Mod730,Mod674,Mechanic,C1,,2016/04/23 11:45:00,0.0256944444444,2016/04/23 12:21:59,T2074,6,FC98(1.0),,Mod730
T864,Mechanic7,10000,1,1242,Tsk 864 M863-T1,7,Mechanic 7,Mod846,Mod846,Mod863,Mod862,Mechanic,C1,,2016/04/23 11:47:59,0.0138888888889,2016/04/23 12:07:59,T2148,7,FC108(2.0),,Mod863
T864,Mechanic1,10000,1,1242,Tsk 864 M863-T1,1,Mechanic 1,Mod846,Mod846,Mod863,Mod862,Mechanic,C1,,2016/04/23 11:47:59,0.0138888888889,2016/04/23 12:07:59,T2095,7,FC108(2.0),,Mod863
T2240,Mechanic8,10000,1,2288,Tsk 2240 M858-T1,8,Mechanic 8,Mod846,Mod846,Mod858,Mod856,Mechanic,C1,,2016/04/23 11:56:59,0.0263888888889,2016/04/23 12:34:59,T1843,6,FC106(1.0),,Mod858
T2163,Electrician1,10000,1,798,Tsk 2163 M595-T1,1,Electrician 1,Mod334,Mod334,Mod595,Mod576,Electrician,,,2016/04/23 12:00:59,0.00902777777778,2016/04/23 12:14:00,T2000,12,FC113(1.0),,Mod595
T1971,Sealer2,10000,1,53,Tsk 1971 M503-T2,2,Sealer 2,Mod334,Mod334,Mod503,Mod406,Sealer,,,2016/04/23 12:07:00,0.0,2016/04/23 12:07:00,T2057,6,FC126(1.0),,Mod503
T2056,Sealer4,10000,1,532,Tsk 2056 M863-T2,4,Sealer 4,Mod846,Mod846,Mod863,Mod862,Sealer,,,2016/04/23 12:07:59,0.00555555555556,2016/04/23 12:16:00,T2284,6,FC108(1.0),,Mod863
T2095,Mechanic1,10000,1,9032,Tsk 2095 M552-T1,1,Mechanic 1,Mod334,Mod334,Mod552,Mod550,Mechanic,C1,,2016/04/23 12:07:59,0.104166666667,2016/04/23 14:38:00,T2265,8,,,Mod552
T2148,Mechanic7,10000,1,11291,Tsk 2148 M359-T1,7,Mechanic 7,Mod334,Mod334,Mod359,Mod335,Mechanic,C1,,2016/04/23 12:07:59,0.130555555556,2016/04/23 15:16:00,T1720,8,FC113(1.0),,Mod359
T2000,Electrician1,10000,1,1129,Tsk 2000 M1998-T1,1,Electrician 1,Mod334,Mod334,Mod1998,Mod1715,Electrician,,,2016/04/23 12:14:00,0.0125,2016/04/23 12:32:00,T1999,13,FC113(1.0),,Mod1998
T2057,Sealer2,10000,1,399,Tsk 2057 M863-T3,2,Sealer 2,Mod846,Mod846,Mod863,Mod862,Sealer,,,2016/04/23 12:16:00,0.00416666666667,2016/04/23 12:21:59,T2241,7,FC108(2.0),,Mod863
